G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc
1,0,1,1,-769.1643860,168.7830620,-20.54374600,-0.057098000,0.342103000,-0.285006000
1,0,1,1,-757.1403590,149.2622110,-20.50096800,-0.038736000,0.335536000,-0.296799000
1,0,1,1,-738.5232890,121.5998460,-21.33003500,-0.010072000,0.323778000,-0.313706000
1,0,1,1,-722.8025790,95.64239700,-22.8108530,0.013779000,0.314356000,-0.328135000
1,0,1,1,-717.1577530,79.37101700,-24.16142600,0.021430000,0.312672000,-0.334101000
1,0,1,1,-723.4114100,75.20661600,-24.98159800,0.010155000,0.320014000,-0.330169000
1,0,1,1,-737.4921750,79.2506660,-25.65962200,-0.013317000,0.333391000,-0.320074000
1,0,1,1,-751.820573,83.96540600,-26.71278800,-0.037059000,0.347248000,-0.31018900
1,0,1,1,-758.9878050,82.20231400,-28.03489300,-0.049926000,0.356018000,-0.30609100
1,0,1,1,-755.4231700,70.67114700,-29.08621300,-0.047045000,0.356941000,-0.309896000
1,0,1,1,-742.7846410,51.02981100,-29.57178500,-0.031443000,0.35130000,-0.319858000
1,0,1,1,-726.8981430,28.64751100,-29.78259800,-0.01208600,0.343629000,-0.331543000
1,0,1,1,-714.5257870,9.623011000,-30.24445400,0.001101000,0.339038000,-0.340139000
1,0,1,1,-710.0412500,-2.065163000,-31.12088000,0.001939000,0.340588000,-0.342528000
1,0,1,1,-713.4200400,-6.329035000,-32.09341700,-0.009200000,0.347893000,-0.338693000
1,0,1,1,-720.832363,-6.739912000,-32.85230600,-0.026278000,0.357796000,-0.331518000
1,0,1,1,-726.8332470,-8.655964000,-33.4654120,-0.040840000,0.366164000,-0.325324000
1,0,1,1,-727.1536690,-16.38584700,-34.23100500,-0.046421000,0.369982000,-0.323561000
1,0,1,1,-720.4540530,-31.13119600,-35.26524400,-0.041361000,0.368560000,-0.327199000
1,0,1,1,-708.7190460,-50.5430140,-36.34498800,-0.029316000,0.363688000,-0.334371000
1,0,1,1,-695.9883160,-70.24364900,-37.16305600,-0.016931000,0.35857600,-0.341646000
1,0,1,1,-686.3800320,-86.1266720,-37.69498000,-0.010491000,0.356343000,-0.34585300
1,0,1,1,-682.0236260,-96.34291500,-38.18890100,-0.01283100,0.358488000,-0.345657000
1,0,1,1,-682.201217,-101.8791780,-38.84699900,-0.022358000,0.364262000,-0.34190300
1,0,1,1,-683.8609640,-105.8711040,-39.60922200,-0.034108000,0.371101000,-0.336992000
1,0,1,1,-683.4051950,-111.9229210,-40.28495600,-0.042504000,0.376066000,-0.333562000
1,0,1,1,-678.4773,-122.4400140,-40.81399800,-0.044014000,0.377330000,-0.333316000
1,0,1,1,-669.0666150,-137.5482760,-41.34777700,-0.038753000,0.375026000,-0.336273000
1,0,1,1,-657.2229760,-155.2292430,-42.04398800,-0.030042000,0.370925000,-0.340884000
1,0,1,1,-645.9071030,-172.3910200,-42.86816000,-0.022607000,0.367414000,-0.344808000
1,0,1,1,-637.4350990,-186.4807060,-43.63974700,-0.020119000,0.366279000,-0.346161000
1,0,1,1,-632.4919910,-196.6498930,-44.25140000,-0.023579000,0.368001000,-0.344421000
1,0,1,1,-629.8998730,-204.0567230,-44.76793800,-0.031006000,0.37164400,-0.340637000
1,0,1,1,-627.3677700,-211.0766050,-45.32200500,-0.038700000,0.375427000,-0.336727000
1,0,1,1,-622.6107090,-220.052205,-45.94118400,-0.043115000,0.377573000,-0.334458000
1,0,1,1,-614.4900390,-232.1301570,-46.53263300,-0.042605000,0.377181000,-0.33457600
1,0,1,1,-603.4580780,-246.8762070,-47.01666000,-0.038005000,0.374600000,-0.336596000
1,0,1,1,-591.2839080,-262.6229690,-47.43700700,-0.032062000,0.371201000,-0.339139000
1,0,1,1,-580.0513530,-277.4050920,-47.90276100,-0.027910000,0.368588000,-0.340678000
1,0,1,1,-571.1469520,-289.8773000,-48.46083300,-0.027566000,0.367792000,-0.340226000
1,0,1,1,-564.6058650,-299.924281,-49.04619500,-0.031017000,0.368787000,-0.337769000
1,0,1,1,-559.2632010,-308.5976040,-49.57001200,-0.036439000,0.370636000,-0.334197000
1,0,1,1,-553.3995030,-317.5503730,-50.01934200,-0.04118900,0.372035000,-0.330846000
1,0,1,1,-545.6420560,-328.1541610,-50.45768400,-0.043185000,0.371992000,-0.328807000
1,0,1,1,-535.536277,-340.8572720,-50.92906000,-0.041827000,0.370243000,-0.328415000
1,0,1,1,-523.7040720,-355.0065380,-51.40376000,-0.038186000,0.367309000,-0.329123000
1,0,1,1,-511.4322720,-369.2855580,-51.81905400,-0.034324000,0.364185000,-0.329862000
1,0,1,1,-500.0466830,-382.3991170,-52.16302600,-0.032236000,0.361847000,-0.329611000
1,0,1,1,-490.2499880,-393.7210720,-52.48763000,-0.032881000,0.360784000,-0.327903000
1,0,1,1,-481.8596470,-403.5090680,-52.84786000,-0.035820000,0.360792000,-0.324972000
1,0,1,1,-473.938925,-412.7168820,-53.23874900,-0.039536000,0.361102000,-0.321565000
1,0,1,1,-465.3464450,-422.4610720,-53.61310100,-0.042268000,0.360805000,-0.318538000
1,0,1,1,-455.2916830,-433.4996590,-53.94203600,-0.042865000,0.359320000,-0.316455000
1,0,1,1,-443.7164630,-445.8823310,-54.24692300,-0.041304000,0.356655000,-0.315351000
1,0,1,1,-431.2282680,-458.9931340,-54.56225700,-0.038589000,0.353342000,-0.314753000
1,0,1,1,-418.7621910,-471.8708300,-54.88930300,-0.03619400,0.350130000,-0.313936000
1,0,1,1,-407.0769570,-483.7107520,-55.19245900,-0.035302000,0.347600000,-0.312298000
1,0,1,1,-396.4345890,-494.2270530,-55.44520400,-0.036271000,0.345920000,-0.309649000
1,0,1,1,-386.5033910,-503.7661880,-55.65947300,-0.038522000,0.344804000,-0.306282000
1,0,1,1,-376.5882580,-513.0672850,-55.86999000,-0.04090700,0.343688000,-0.302781000
1,0,1,1,-365.9713970,-522.879383,-56.09166100,-0.042302000,0.342010000,-0.299708000
1,0,1,1,-354.2805240,-533.5841580,-56.30855200,-0.042152000,0.339477000,-0.297324000
1,0,1,1,-341.6297880,-545.0639290,-56.49820500,-0.040686000,0.336187000,-0.295501000
1,0,1,1,-328.5515030,-556.7943110,-56.66244500,-0.038741000,0.332560000,-0.293820000
1,0,1,1,-315.6881410,-568.1422440,-56.82174400,-0.037307000,0.32910400,-0.291797000
1,0,1,1,-303.4855010,-578.6588940,-56.98830900,-0.037039000,0.326158000,-0.289119000
1,0,1,1,-291.9750890,-588.2853880,-57.14883200,-0.037968000,0.323738000,-0.285770000
1,0,1,1,-280.8132610,-597.3359410,-57.28164800,-0.039542000,0.321563000,-0.282021000
1,0,1,1,-269.4679660,-606.3277740,-57.38039200,-0.040938000,0.319224000,-0.278286000
1,0,1,1,-257.5067750,-615.7016320,-57.45951100,-0.04148600,0.316395000,-0.274909000
1,0,1,1,-244.7789850,-625.6206620,-57.53336900,-0.040973000,0.312975000,-0.272002000
1,0,1,1,-231.4769350,-635.9008600,-57.60071900,-0.039710000,0.309117000,-0.269407000
1,0,1,1,-218.0046450,-646.1401240,-57.64883600,-0.038338000,0.305132000,-0.266794000
1,0,1,1,-204.7856030,-655.9246340,-57.67314900,-0.037488000,0.301329000,-0.263841000
1,0,1,1,-192.0491310,-665.0398430,-57.68290300,-0.037483000,0.297871000,-0.260388000
1,0,1,1,-179.7493650,-673.5449540,-57.69040700,-0.038204000,0.2947060,-0.256503000
1,0,1,1,-167.5979080,-681.725883,-57.69524300,-0.039189000,0.291605000,-0.252416000
1,0,1,1,-155.236458,-689.928297,-57.68616200,-0.039882000,0.288285000,-0.248404000
1,0,1,1,-142.4075880,-698.3950090,-57.65372000,-0.039910000,0.284562000,-0.244652000
1,0,1,1,-129.0834390,-707.1494050,-57.60055600,-0.039246000,0.280426000,-0.241181000
1,0,1,1,-115.4483830,-716.0070370,-57.53478500,-0.038194000,0.276038000,-0.237843000
1,0,1,1,-101.8008720,-724.670089,-57.45944400,-0.037212000,0.271628000,-0.234416000
1,0,1,1,-88.39091900,-732.8854110,-57.36866700,-0.036682000,0.26738600,-0.230704000
1,0,1,1,-75.31721500,-740.556275,-57.25696000,-0.036728000,0.263371000,-0.226643000
1,0,1,1,-62.48724800,-747.7834940,-57.12625400,-0.037184000,0.259499000,-0.222314000
1,0,1,1,-49.68923900,-754.7926670,-56.98459100,-0.037693000,0.255593000,-0.217900000
1,0,1,1,-36.69614700,-761.819146,-56.8362810,-0.037901000,0.251479000,-0.213578000
1,0,1,1,-23.3861840,-768.9864210,-56.67835300,-0.037620000,0.247061000,-0.209441000
1,0,1,1,-9.787316000,-776.2624670,-56.50457900,-0.036913000,0.242369000,-0.205456000
1,0,1,1,3.937920000,-783.4829540,-56.31352600,-0.036032000,0.237530000,-0.201498000
1,0,1,1,17.58842000,-790.4458470,-56.10856400,-0.035293000,0.23270800,-0.197414000
1,0,1,1,31.01721600,-797.0035970,-55.89292400,-0.034906000,0.228010000,-0.193104000
1,0,1,1,44.20459300,-803.1322750,-55.66459900,-0.034893000,0.223450000,-0.188557000
1,0,1,1,57.24801000,-808.9264870,-55.41931400,-0.035085000,0.218944000,-0.18385800
1,0,1,1,70.30939800,-814.5486060,-55.15539800,-0.035230000,0.214364000,-0.179134000
1,0,1,1,83.52308200,-820.1395490,-54.87623400,-0.035109000,0.209604000,-0.174495000
1,0,1,1,96.93862300,-825.7560550,-54.58582000,-0.034651000,0.204629000,-0.169978000
1,0,1,1,110.4967480,-831.3448110,-54.28504200,-0.033942000,0.19948400,-0.165542000
1,0,1,1,124.0709020,-836.7815280,-53.97130200,-0.033185000,0.194268000,-0.161083000
1,0,1,1,137.5252650,-841.932951,-53.6429530,-0.032576000,0.189080000,-0.156504000
1,0,1,1,150.7841350,-846.7257210,-53.30107600,-0.03222600,0.183976000,-0.151750000
1,0,1,1,163.8565230,-851.1714810,-52.94818700,-0.032101000,0.178942000,-0.146841000
1,0,1,1,176.8290300,-855.35625,-52.5844090,-0.03206300,0.173913000,-0.141849000
1,0,1,1,189.8112370,-859.3878460,-52.20749500,-0.03193500,0.168799000,-0.136864000
1,0,1,1,202.8840760,-863.3452490,-51.81506000,-0.031598000,0.163543000,-0.131945000
1,0,1,1,216.0566910,-867.239141,-51.4075180,-0.031036000,0.158138000,-0.127102000
1,0,1,1,229.2714300,-871.0150360,-50.98694300,-0.030343000,0.152633000,-0.12229100
1,0,1,1,242.4317020,-874.580674,-50.55490000,-0.029658000,0.147101000,-0.117443000
1,0,1,1,255.4545970,-877.8561180,-50.1107520,-0.029107000,0.141603000,-0.112497000
1,0,1,1,268.3032720,-880.8080980,-49.65346500,-0.028730000,0.136161000,-0.107431000
1,0,1,1,281.0025420,-883.4651490,-49.18316100,-0.028484000,0.130752000,-0.102269000
1,0,1,1,293.6158980,-885.8954880,-48.70152300,-0.028254000,0.125323000,-0.097069000
1,0,1,1,306.2141060,-888.1728890,-48.20961100,-0.027930000,0.119818000,-0.09188800
1,0,1,1,318.8354780,-890.3373470,-47.70697600,-0.027450000,0.114209000,-0.086759000
1,0,1,1,331.4721470,-892.3809790,-47.19207200,-0.026830000,0.108504000,-0.081674000
1,0,1,1,344.0725700,-894.2531810,-46.66432800,-0.026147000,0.102743000,-0.076597000
1,0,1,1,356.5719250,-895.89065,-46.12438200,-0.02550000,0.0969790,-0.071479000
1,0,1,1,368.9200200,-897.2458680,-45.57332800,-0.024957000,0.091247000,-0.066290000
1,0,1,1,381.1061580,-898.3102710,-45.01119800,-0.024529000,0.085553000,-0.061024000
1,0,1,1,393.1563320,-899.1125740,-44.43742300,-0.02416400,0.079874000,-0.055709000
1,0,1,1,405.118736,-899.703971,-43.85168900,-0.023786000,0.074171000,-0.050384000
1,0,1,1,417.03406,-900.1295520,-43.25484800,-0.023323000,0.068410000,-0.045086000
1,0,1,1,428.9178150,-900.4089680,-42.64797000,-0.022752000,0.062580000,-0.039828000
1,0,1,1,440.7509440,-900.5269510,-42.03155900,-0.022096000,0.056696000,-0.034599000
1,0,1,1,452.493029,-900.4454490,-41.40511600,-0.021419000,0.050789000,-0.029369000
1,0,1,1,464.0994080,-900.1221420,-40.7682050,-0.020783000,0.044891000,-0.024109000
1,0,1,1,475.5439060,-899.5329940,-40.12092000,-0.020224000,0.039024000,-0.018800000
1,0,1,1,486.826197,-898.6803790,-39.46391700,-0.019734000,0.033184000,-0.01345000
1,0,1,1,497.9708800,-897.5910790,-38.79744300,-0.019273000,0.027353000,-0.008080000
1,0,1,1,509.0100710,-896.2995570,-38.1212790,-0.018782000,0.02150200,-0.002721000
1,0,1,1,519.9680330,-894.8323520,-37.43502700,-0.018225000,0.015616000,0.002609000
1,0,1,1,530.8466190,-893.1946460,-36.73893000,-0.017594000,0.009692000,0.007902000
1,0,1,1,541.6269350,-891.3711700,-36.03363900,-0.016919000,0.003745000,0.013174000
1,0,1,1,552.2769850,-889.3339370,-35.31982500,-0.016241000,-0.002202000,0.018443000
1,0,1,1,562.7687650,-887.0583070,-34.59757800,-0.015603000,-0.008127000,0.023730000
1,0,1,1,573.0881520,-884.5335240,-33.86680800,-0.015017000,-0.014022000,0.029038000
1,0,1,1,583.2408470,-881.7683500,-33.12754700,-0.014472000,-0.019891000,0.034363000
1,0,1,1,593.2449130,-878.7842230,-32.38024400,-0.013931000,-0.025752000,0.039683000
1,0,1,1,603.1215170,-875.6052340,-31.62525400,-0.013363000,-0.031619000,0.044982000
1,0,1,1,612.8817530,-872.2453170,-30.86267300,-0.012743000,-0.03750200,0.050245000
1,0,1,1,622.522535,-868.7038150,-30.09228100,-0.012079000,-0.043396000,0.05547500
1,0,1,1,632.0265600,-864.9663140,-29.31408800,-0.011391000,-0.049291000,0.060682000
1,0,1,1,641.3721260,-861.0141770,-28.52837700,-0.010714000,-0.055166000,0.065880000
1,0,1,1,650.5414470,-856.8331720,-27.73564300,-0.010066000,-0.061011000,0.071077000
1,0,1,1,659.5291570,-852.4213000,-26.93613900,-0.009455000,-0.066822000,0.07627700
1,0,1,1,668.341377,-847.7882070,-26.1299720,-0.0088640,-0.072605000,0.081469000
1,0,1,1,676.9918770,-842.9510400,-25.31721000,-0.008269000,-0.078371000,0.086640000
1,0,1,1,685.4924010,-837.9252230,-24.49818300,-0.007649000,-0.084130000,0.091778000
1,0,1,1,693.8473140,-832.7185820,-23.67326700,-0.00699400,-0.089884000,0.096878000
1,0,1,1,702.0499650,-827.3278940,-22.84275800,-0.006312000,-0.095629000,0.101940000
1,0,1,1,710.0869470,-821.742751,-22.00669000,-0.005622000,-0.101353000,0.106975000
1,0,1,1,717.9430190,-815.9510000,-21.16510900,-0.00494400,-0.107046000,0.111990000
1,0,1,1,725.6086600,-809.9461410,-20.31815400,-0.004291000,-0.112700000,0.116991000
1,0,1,1,733.0822130,-803.7298420,-19.46615200,-0.003660000,-0.118314000,0.12197400
1,0,1,1,740.3701300,-797.3117690,-18.60935700,-0.003040000,-0.123893000,0.126933000
1,0,1,1,747.4813290,-790.7042180,-17.74795100,-0.002411000,-0.129446000,0.131856000
1,0,1,1,754.4227120,-783.917377,-16.88203000,-0.001763000,-0.134975000,0.136738000
1,0,1,1,761.1942110,-776.9547350,-16.01183200,-0.001092000,-0.140483000,0.141575000
1,0,1,1,767.7894080,-769.813392,-15.1376720,-0.000408000,-0.145962000,0.14637100
1,0,1,1,774.1975080,-762.4861690,-14.25989600,0.000276000,-0.151406000,0.151130000
1,0,1,1,780.4089180,-754.9668320,-13.37870300,0.000947000,-0.156806000,0.155859000
1,0,1,1,786.4181780,-747.2532860,-12.49424400,0.001601000,-0.16215900,0.160557000
1,0,1,1,792.2262150,-739.349671,-11.6066640,0.002240000,-0.16746400,0.165224000
1,0,1,1,797.8378780,-731.2641780,-10.71622000,0.002875000,-0.172727000,0.169851000
1,0,1,1,803.2593000,-723.0061630,-9.823158000,0.003517000,-0.177951000,0.174433000
1,0,1,1,808.49349,-714.5819320,-8.927699000,0.004173000,-0.18313800,0.178965000
1,0,1,1,813.5391700,-705.993385,-8.029977000,0.00484200,-0.188287000,0.183445000
1,0,1,1,818.3904600,-697.2379860,-7.130184000,0.005516000,-0.19339300,0.187877000
1,0,1,1,823.0401050,-688.3118110,-6.228559000,0.006185000,-0.198449000,0.192264000
1,0,1,1,827.4818870,-679.2121210,-5.325409000,0.006843000,-0.203451000,0.196609000
1,0,1,1,831.7135550,-669.9400330,-4.420981000,0.007486000,-0.208397000,0.200911000
1,0,1,1,835.7364530,-660.5002960,-3.515494000,0.008121000,-0.213289000,0.205167000
1,0,1,1,839.5545800,-650.9001870,-2.609127000,0.008754000,-0.218127000,0.209373000
1,0,1,1,843.1713940,-641.1465150,-1.702120000,0.009392000,-0.222916000,0.213524000
1,0,1,1,846.5882440,-631.2438700,-0.794717000,0.010037000,-0.227654000,0.217617000
1,0,1,1,849.802966,-621.1933570,0.112834000,0.010689000,-0.232341000,0.221652000
1,0,1,1,852.8113040,-610.9938530,1.020349000,0.011340000,-0.236971000,0.225631000
1,0,1,1,855.6082710,-600.6435660,1.9276390,0.011985000,-0.241542000,0.229556000
1,0,1,1,858.1907010,-590.1424660,2.834504000,0.012619000,-0.246048000,0.233429000
1,0,1,1,860.5578300,-579.4930390,3.740688000,0.013242000,-0.250490000,0.237248000
1,0,1,1,862.7115830,-568.7003920,4.645951000,0.013858000,-0.254869000,0.241010000
1,0,1,1,864.6547130,-557.7705130,5.550059000,0.014473000,-0.259185000,0.244712000
1,0,1,1,866.3895300,-546.7088680,6.452815000,0.015090000,-0.263441000,0.248350000
1,0,1,1,867.9161920,-535.5188180,7.353990000,0.015711000,-0.267635000,0.251924000
1,0,1,1,869.2329580,-524.2017510,8.253349000,0.016332000,-0.271766000,0.255433000
1,0,1,1,870.3366370,-512.7576320,9.15063900,0.016950000,-0.27582900,0.258880000
1,0,1,1,871.2244340,-501.1867100,10.04564700,0.017559000,-0.279823000,0.262264000
1,0,1,1,871.8947850,-489.4904690,10.93816400,0.018158000,-0.283745000,0.265586000
1,0,1,1,872.3482170,-477.6724010,11.82799900,0.018749000,-0.287594000,0.268845000
1,0,1,1,872.5865060,-465.7372970,12.71492400,0.01933400,-0.291372000,0.272038000
1,0,1,1,872.611973,-453.690424,13.59871700,0.019916000,-0.295079000,0.27516400
1,0,1,1,872.4259880,-441.5361320,14.47915100,0.02049800,-0.298716000,0.278218000
1,0,1,1,872.0286720,-429.2774530,15.3560250,0.021079000,-0.302282000,0.281203000
1,0,1,1,871.4186800,-416.9159810,16.22912400,0.021658000,-0.305774000,0.284116000
1,0,1,1,870.5942770,-404.4528660,17.09823300,0.022230000,-0.309189000,0.286960000
1,0,1,1,869.5540090,-391.8895630,17.96311400,0.022793000,-0.312528000,0.289734000
1,0,1,1,868.2977220,-379.2287500,18.8235500,0.023347000,-0.31578700,0.292440000
1,0,1,1,866.8264020,-366.474237,19.67932600,0.023894000,-0.318967000,0.29507300
1,0,1,1,865.1419750,-353.6306930,20.53024800,0.024434000,-0.322069000,0.297635000
1,0,1,1,863.2462370,-340.7026630,21.37610300,0.024970000,-0.32509200,0.300122000
1,0,1,1,861.1404210,-327.6940610,22.21668500,0.025503000,-0.328036000,0.302533000
1,0,1,1,858.8246570,-314.6076990,23.05177600,0.026034000,-0.330901000,0.304868000
1,0,1,1,856.2984580,-301.4457040,23.8811820,0.026558000,-0.333685000,0.307127000
1,0,1,1,853.5610830,-288.2099490,24.70470000,0.027074000,-0.336386000,0.309312000
1,0,1,1,850.6123960,-274.9028590,25.52213700,0.027582000,-0.339003000,0.311421000
1,0,1,1,847.453018,-261.5276230,26.33327800,0.028080000,-0.341535000,0.313454000
1,0,1,1,844.0844880,-248.0882900,27.13792100,0.028571000,-0.343982000,0.315411000
1,0,1,1,840.5086420,-234.5891940,27.93586000,0.02905500,-0.3463440,0.31728900
1,0,1,1,836.727263,-221.0345520,28.7269060,0.029533000,-0.348622000,0.319089000
1,0,1,1,832.7414870,-207.4279150,29.51086300,0.03000700,-0.350815000,0.320809000
1,0,1,1,828.5519100,-193.7722320,30.28753800,0.030474000,-0.352922000,0.322448000
1,0,1,1,824.1586640,-180.0699720,31.05673200,0.030934000,-0.354943000,0.324008000
1,0,1,1,819.5620380,-166.3236930,31.81825900,0.031386000,-0.356875000,0.325489000
1,0,1,1,814.7627010,-152.5363120,32.57193200,0.031828000,-0.358718000,0.32689000
1,0,1,1,809.7620300,-138.7113920,33.31757400,0.032260000,-0.360472000,0.328212000
1,0,1,1,804.5618170,-124.8529010,34.05499700,0.032685000,-0.362137000,0.329452000
1,0,1,1,799.1640960,-110.9649900,34.78402100,0.033102000,-0.363713000,0.330611000
1,0,1,1,793.5706290,-97.05152300,35.50445800,0.033512000,-0.36520000,0.331688000
1,0,1,1,787.7828450,-83.11596500,36.21613700,0.033916000,-0.366598000,0.332682000
1,0,1,1,781.8017210,-69.16131000,36.91887900,0.034312000,-0.367905000,0.33359300
1,0,1,1,775.6281480,-55.19040300,37.6125140,0.034699000,-0.369122000,0.33442300
1,0,1,1,769.2631060,-41.20615400,38.29686400,0.035077000,-0.370247000,0.335170000
1,0,1,1,762.7080240,-27.21185700,38.97176000,0.035444000,-0.37128000,0.335836000
1,0,1,1,755.964703,-13.21114900,39.63703600,0.035803000,-0.37222100,0.336418000
1,0,1,1,749.0352940,0.792051000,40.29253100,0.036152000,-0.373070000,0.336918000
1,0,1,1,741.9219350,14.79386400,40.9380850,0.03649400,-0.373828000,0.337334000
1,0,1,1,734.6266360,28.79059700,41.57353900,0.036827000,-0.374494000,0.337667000
1,0,1,1,727.1510800,42.77891600,42.19873200,0.037152000,-0.375068000,0.337916000
1,0,1,1,719.4967870,56.75570800,42.81351400,0.037469000,-0.37555000,0.338081000
1,0,1,1,711.6652030,70.7179670,43.41773200,0.037775000,-0.37593900,0.338163000
1,0,1,1,703.6579980,84.66252400,44.01123900,0.038072000,-0.37623400,0.338162000
1,0,1,1,695.4770900,98.58599100,44.59388500,0.038359000,-0.376437000,0.338078000
1,0,1,1,687.1247280,112.4847120,45.16552600,0.038635000,-0.376546000,0.337911000
1,0,1,1,678.603277,126.3549500,45.72602000,0.03890300,-0.376563000,0.337660000
1,0,1,1,669.9151310,140.1930030,46.27523000,0.039161000,-0.376487000,0.33732600
1,0,1,1,661.0625000,153.9953920,46.81302100,0.039411000,-0.37631800,0.336908000
1,0,1,1,652.0474590,167.7588340,47.33926100,0.039651000,-0.376057000,0.3364060
1,0,1,1,642.8719450,181.4802220,47.85381800,0.039882000,-0.375703000,0.335822000
1,0,1,1,633.5379700,195.1564340,48.35656600,0.040102000,-0.37525700,0.335155000
1,0,1,1,624.0476750,208.7842620,48.84738200,0.040312000,-0.37471700,0.334405000
1,0,1,1,614.4034540,222.360301,49.32614600,0.040511000,-0.374085000,0.333574000
1,0,1,1,604.6078470,235.881041,49.79273800,0.040701000,-0.373360000,0.332660000
1,0,1,1,594.6635080,249.3429170,50.24704500,0.040881000,-0.372544000,0.331663000
1,0,1,1,584.5730240,262.7424740,50.68895100,0.041051000,-0.371636000,0.330585000
1,0,1,1,574.3389080,276.0763890,51.11835000,0.041211000,-0.370636000,0.329425000
1,0,1,1,563.9635420,289.3415150,51.53513500,0.041361000,-0.369545000,0.328183000
1,0,1,1,553.4493050,302.5347690,51.93920300,0.041502000,-0.368363000,0.326861000
1,0,1,1,542.7986120,315.6530740,52.33045300,0.041631000,-0.367089000,0.32545800
1,0,1,1,532.0140420,328.6932530,52.70879000,0.041750000,-0.365725000,0.32397500
1,0,1,1,521.0983020,341.6520420,53.07412000,0.041859000,-0.364271000,0.322412000
1,0,1,1,510.0542370,354.5261030,53.42635400,0.041957000,-0.362727000,0.32077000
1,0,1,1,498.8847000,367.3121310,53.76540500,0.042045000,-0.361093000,0.319048000
1,0,1,1,487.5925340,380.0068940,54.0911900,0.042123000,-0.359371000,0.31724800
1,0,1,1,476.1804850,392.6072990,54.40362700,0.042191000,-0.35756000,0.315369000
1,0,1,1,464.651272,405.1103410,54.70264000,0.042249000,-0.355661000,0.3134120
1,0,1,1,453.0075940,417.5130800,54.98815400,0.042296000,-0.353674000,0.311378000
1,0,1,1,441.2522390,429.8125470,55.26010000,0.042332000,-0.351599000,0.309267000
1,0,1,1,429.3880800,442.0057360,55.51841000,0.042358000,-0.349438000,0.307080000
1,0,1,1,417.4181150,454.0895710,55.76302000,0.042374000,-0.347191000,0.304817000
1,0,1,1,405.3453880,466.0609840,55.99387000,0.042378000,-0.344857000,0.302479000
1,0,1,1,393.1729700,477.9169320,56.21090200,0.042373000,-0.342439000,0.30006600
1,0,1,1,380.903886,489.6544710,56.41406500,0.042357000,-0.339937000,0.297579000
1,0,1,1,368.541131,501.2707440,56.60330700,0.042331000,-0.337351000,0.295019000
1,0,1,1,356.0876630,512.7629780,56.77858200,0.042295000,-0.334681000,0.292386000
1,0,1,1,343.5464740,524.128422,56.93984600,0.042248000,-0.33192900,0.289681000
1,0,1,1,330.9206030,535.3643310,57.08706000,0.042191000,-0.329095000,0.286904000
1,0,1,1,318.2131760,546.4679240,57.22018900,0.042123000,-0.326180000,0.284057000
1,0,1,1,305.4273750,557.4364180,57.33919700,0.042045000,-0.323184000,0.281139000
1,0,1,1,292.5664280,568.2670340,57.44405800,0.041956000,-0.320108000,0.278152000
1,0,1,1,279.6335500,578.9570620,57.5347430,0.041857000,-0.316954000,0.275097000
1,0,1,1,266.63194,589.5038590,57.61123100,0.041748000,-0.313721000,0.271973000
1,0,1,1,253.5647610,599.9048690,57.67350300,0.041629000,-0.310411000,0.268783000
1,0,1,1,240.4351800,610.1575860,57.7215450,0.041499000,-0.307025000,0.265526000
1,0,1,1,227.2463770,620.2595420,57.75534300,0.041359000,-0.303562000,0.262203000
1,0,1,1,214.0015890,630.2082670,57.77488900,0.041209000,-0.300025000,0.258816000
1,0,1,1,200.7040930,640.0012960,57.78018000,0.041049000,-0.296414000,0.255365000
1,0,1,1,187.3572170,649.6361720,57.77121300,0.040878000,-0.292729000,0.251851000
1,0,1,1,173.9642930,659.1104780,57.74799100,0.040698000,-0.288973000,0.248275000
1,0,1,1,160.5286520,668.4218540,57.71052000,0.040507000,-0.285145000,0.244638000
1,0,1,1,147.053596,677.5680160,57.65880800,0.040307000,-0.281247000,0.240940000
1,0,1,1,133.5424200,686.5467410,57.59287000,0.040097000,-0.277279000,0.237183000
1,0,1,1,119.998411,695.3558610,57.51271900,0.039876000,-0.273243000,0.233367000
1,0,1,1,106.4248810,703.9932340,57.4183780,0.039646000,-0.269140000,0.229494000
1,0,1,1,92.82516900,712.4567410,57.309868,0.039406000,-0.264970000,0.225564000
1,0,1,1,79.20265000,720.7442770,57.18721700,0.039157000,-0.260735000,0.221578000
1,0,1,1,65.56071200,728.8537720,57.05045500,0.038897000,-0.25643500,0.217538000
1,0,1,1,51.90275000,736.7831980,56.89961500,0.038629000,-0.252072000,0.213444000
1,0,1,1,38.23213900,744.5305940,56.73473600,0.038350000,-0.247647000,0.209297000
1,0,1,1,24.55224400,752.0940610,56.55585700,0.038062000,-0.243161000,0.205099000
1,0,1,1,10.8664090,759.4717640,56.36302300,0.037765000,-0.238615000,0.200850000
1,0,1,1,-2.822015000,766.661911,56.15628100,0.037459000,-0.234010000,0.196551000
1,0,1,1,-16.50967100,773.6627490,55.93568300,0.037143000,-0.229348000,0.192204000
1,0,1,1,-30.19317800,780.47255,55.70128300,0.036818000,-0.22462800,0.187810000
1,0,1,1,-43.86914900,787.0896230,55.45313800,0.03648400,-0.219854000,0.183369000
1,0,1,1,-57.53418700,793.5123130,55.19131000,0.036141000,-0.215025000,0.178883000
1,0,1,1,-71.18490700,799.7390270,54.91586400,0.035790000,-0.210143000,0.174353000
1,0,1,1,-84.81793900,805.7682250,54.62686700,0.035429000,-0.205209000,0.169780000
